"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"0600000US2612527440","Farmington Hills city, Oakland County, Michigan","55386","2934","10722","2024","11654","1820","18263","2049","14747","2047","27004","2259","28382","2072","39189","3203","N","N","3039","1187","N","N","N","N","N","N","N","N","N","N","38564","3218","812","449","1319","445","7936","1705","11805","1602","3562","1035","16525","2138","13427","1752","53255","2934","29952","2535","55057","2925","4198","1594","50859","2789","82716","6847","(X)","(X)","19.4","3.3","21.0","3.3","33.0","3.4","26.6","3.3","48.8","2.9","51.2","2.9","70.8","4.6","N","N","5.5","2.1","N","N","N","N","N","N","N","N","N","N","69.6","4.6","1.5","0.8","2.4","0.8","14.3","2.8","21.3","2.7","6.4","1.9","29.8","3.2","24.2","3.2","96.2","0.9","54.1","3.7","(X)","(X)","7.6","2.8","92.4","2.8","(X)","(X)"
"0600000US2612569035","Rochester Hills city, Oakland County, Michigan","53727","2675","9499","1662","11384","1572","19332","1735","13512","1616","25444","1845","28283","1841","47525","2729","N","N","3697","1061","N","N","N","N","N","N","N","N","2516","1384","45651","3081","923","684","2086","705","9328","1610","10564","1532","3771","730","16003","1825","11052","1280","50718","2502","27055","2195","52634","2618","1836","721","50798","2661","100133","8302","(X)","(X)","17.7","2.7","21.2","2.7","36.0","2.8","25.1","3.0","47.4","2.4","52.6","2.4","88.5","3.0","N","N","6.9","2.0","N","N","N","N","N","N","N","N","4.7","2.6","85.0","3.5","1.7","1.3","3.9","1.3","17.4","2.8","19.7","2.7","7.0","1.3","29.8","3.2","20.6","2.4","94.4","1.7","50.4","3.8","(X)","(X)","3.5","1.4","96.5","1.4","(X)","(X)"
"0600000US2612574900","Southfield city, Oakland County, Michigan","57066","3130","9820","2069","11874","1434","20058","1939","15314","1761","25463","2094","31603","2048","14961","2028","N","N","N","N","N","N","N","N","N","N","N","N","N","N","14561","2019","1760","912","2408","871","13638","2234","14898","2385","3543","943","12071","2113","8748","1390","52898","3164","20819","2381","55968","3080","8131","1904","47837","3169","51847","2822","(X)","(X)","17.2","3.2","20.8","2.4","35.1","3.0","26.8","2.9","44.6","2.4","55.4","2.4","26.2","3.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","25.5","3.1","3.1","1.6","4.2","1.5","23.9","3.8","26.1","3.7","6.2","1.6","21.2","3.4","15.3","2.5","92.7","2.2","36.5","3.8","(X)","(X)","14.5","3.3","85.5","3.3","(X)","(X)"
"0600000US2612580700","Troy city, Oakland County, Michigan","57574","2621","9687","1928","11340","1775","21958","1667","14589","2103","29399","1929","28175","1471","43551","3127","N","N","11334","2425","N","N","N","N","N","N","N","N","N","N","42943","3189","642","296","1501","599","8025","1501","9117","1347","5134","1151","16674","1905","16481","1605","55431","2705","33155","2517","57416","2667","2614","1060","54802","3045","110089","8519","(X)","(X)","16.8","3.0","19.7","3.2","38.1","2.7","25.3","3.3","51.1","1.9","48.9","1.9","75.6","4.2","N","N","19.7","4.1","N","N","N","N","N","N","N","N","N","N","74.6","4.3","1.1","0.5","2.6","1.0","13.9","2.5","15.8","2.2","8.9","1.9","29.0","3.0","28.6","2.7","96.3","1.2","57.6","3.7","(X)","(X)","4.6","1.9","95.4","1.9","(X)","(X)"
"0600000US2612584240","Waterford charter township, Oakland County, Michigan","57936","2453","11388","2076","11654","1634","23038","2138","11856","1794","29661","1641","28275","1722","51735","3176","N","N","N","N","N","N","N","N","N","N","N","N","N","N","49254","2982","505","283","3411","840","17341","2089","15306","1777","6173","1186","10919","1603","4281","928","54020","2698","15200","2002","57701","2477","4705","1133","52996","2688","65524","5372","(X)","(X)","19.7","3.4","20.1","3.1","39.8","3.1","20.5","2.7","51.2","2.0","48.8","2.0","89.3","2.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","85.0","3.1","0.9","0.5","5.9","1.5","29.9","3.3","26.4","2.9","10.7","2.1","18.8","2.4","7.4","1.5","93.2","1.5","26.2","2.9","(X)","(X)","8.2","2.0","91.8","2.0","(X)","(X)"
"0600000US2612585480","West Bloomfield charter township, Oakland County, Michigan","47859","2326","7632","1648","8966","1238","17906","1878","13355","1677","23054","1335","24805","1536","36274","2756","N","N","2918","871","N","N","N","N","N","N","N","N","N","N","35374","2592","788","404","1247","488","7371","1603","8516","1315","2789","667","14349","1674","12799","1734","45824","2470","27148","2289","47377","2358","2214","1233","45163","2762","115499","11613","(X)","(X)","15.9","3.3","18.7","2.7","37.4","3.3","27.9","3.1","48.2","1.8","51.8","1.8","75.8","4.8","N","N","6.1","1.8","N","N","N","N","N","N","N","N","N","N","73.9","4.7","1.6","0.8","2.6","1.0","15.4","3.2","17.8","2.7","5.8","1.4","30.0","3.0","26.7","3.4","95.7","1.5","56.7","3.8","(X)","(X)","4.7","2.6","95.3","2.6","(X)","(X)"
"0600000US2616103000","Ann Arbor city, Washtenaw County, Michigan","89758","2994","43175","2779","14734","1485","17891","1679","13958","1472","44494","2459","45264","2572","70327","3260","N","N","8387","1287","N","N","N","N","N","N","N","N","3304","805","68266","3235","604","423","1514","736","8085","1470","26774","3141","3647","1036","23257","2703","25877","2355","87640","3069","49134","3733","79119","3244","17425","2846","61694","2889","75482","7433","(X)","(X)","48.1","2.2","16.4","1.7","19.9","1.9","15.6","1.5","49.6","2.3","50.4","2.3","78.4","2.4","N","N","9.3","1.4","N","N","N","N","N","N","N","N","3.7","0.9","76.1","2.4","0.7","0.5","1.7","0.8","9.0","1.6","29.8","3.2","4.1","1.1","25.9","3.1","28.8","2.4","97.6","1.0","54.7","4.1","(X)","(X)","22.0","3.2","78.0","3.2","(X)","(X)"
"0600000US2616313120","Canton charter township, Wayne County, Michigan","64457","2672","10529","1645","13621","1650","26779","2117","13528","2022","31420","1567","33037","1800","45913","2808","N","N","9933","1895","N","N","N","N","N","N","N","N","N","N","44830","2788","747","427","2260","726","10990","1622","13685","1767","5026","1073","17227","1992","14522","1390","61450","2725","31749","2389","64335","2658","2959","1086","61376","2884","90681","5926","(X)","(X)","16.3","2.4","21.1","2.7","41.5","3.0","21.0","2.7","48.7","1.6","51.3","1.6","71.2","2.9","N","N","15.4","2.9","N","N","N","N","N","N","N","N","N","N","69.6","2.9","1.2","0.7","3.5","1.1","17.1","2.3","21.2","2.6","7.8","1.6","26.7","2.8","22.5","2.2","95.3","1.4","49.3","3.3","(X)","(X)","4.6","1.7","95.4","1.7","(X)","(X)"
"0600000US2616321000","Dearborn city, Wayne County, Michigan","57707","2994","15953","2042","14687","1468","15493","1797","11574","1600","27875","1990","29832","1878","52204","3078","N","N","N","N","N","N","N","N","N","N","N","N","N","N","50913","2957","3245","801","3891","1033","13625","1769","16073","2032","5611","1059","9660","1433","5602","1075","50571","2908","15262","1968","57395","3004","11327","2035","46068","3409","55737","6198","(X)","(X)","27.6","3.1","25.5","2.8","26.8","2.3","20.1","2.5","48.3","2.1","51.7","2.1","90.5","2.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.2","2.8","5.6","1.3","6.7","1.8","23.6","2.8","27.9","3.2","9.7","1.9","16.7","2.3","9.7","1.7","87.6","2.4","26.4","2.9","(X)","(X)","19.7","3.6","80.3","3.6","(X)","(X)"
"0600000US2616322000","Detroit city, Wayne County, Michigan","482693","5774","116806","3504","116220","3758","153554","3633","96113","2714","224985","4820","257708","4049","68130","4811","392282","5383","4737","1453","N","N","N","N","7626","1971","N","N","22122","2611","56446","4284","15129","2079","58453","4669","174073","6699","128670","6358","32251","3387","45052","3991","29065","2595","409111","7917","74117","5224","475728","6023","123452","6594","352276","9032","33690","1622","(X)","(X)","24.2","0.7","24.1","0.7","31.8","0.6","19.9","0.5","46.6","0.7","53.4","0.7","14.1","0.9","81.3","1.1","1.0","0.3","N","N","N","N","1.6","0.4","N","N","4.6","0.5","11.7","0.8","3.1","0.4","12.1","1.0","36.1","1.4","26.7","1.2","6.7","0.7","9.3","0.8","6.0","0.5","84.8","1.1","15.4","1.0","(X)","(X)","26.0","1.4","74.0","1.4","(X)","(X)"
"0600000US2616349000","Livonia city, Wayne County, Michigan","73903","2114","12032","1567","13926","1604","27290","1984","20655","2007","35385","1502","38518","1653","67727","2600","N","N","N","N","N","N","N","N","N","N","N","N","N","N","66011","2842","1477","775","2696","541","15933","1867","18278","1985","7769","1173","18784","1796","8966","1213","69730","2183","27750","2117","72720","2172","4049","1041","68671","2251","80853","6231","(X)","(X)","16.3","2.1","18.8","2.3","36.9","2.3","27.9","2.4","47.9","1.6","52.1","1.6","91.6","2.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","89.3","2.5","2.0","1.0","3.6","0.7","21.6","2.3","24.7","2.6","10.5","1.6","25.4","2.4","12.1","1.6","94.4","1.2","37.5","2.9","(X)","(X)","5.6","1.4","94.4","1.4","(X)","(X)"
"0600000US2616386000","Westland city, Wayne County, Michigan","61572","2792","14201","1938","11669","1495","21808","2202","13894","2110","27875","1889","33697","1824","49637","2957","N","N","N","N","N","N","N","N","N","N","N","N","N","N","48605","2893","1267","470","5125","1172","21870","2438","16656","2082","5019","1058","7946","968","3689","920","55180","2658","11635","1366","60938","2662","6093","1427","54845","3019","53603","3606","(X)","(X)","23.1","3.1","19.0","2.5","35.4","3.1","22.6","3.0","45.3","2.0","54.7","2.0","80.6","3.2","N","N","N","N","N","N","N","N","N","N","N","N","N","N","78.9","3.2","2.1","0.8","8.3","1.8","35.5","3.5","27.1","3.2","8.2","1.7","12.9","1.5","6.0","1.4","89.6","1.8","18.9","2.0","(X)","(X)","10.0","2.4","90.0","2.4","(X)","(X)"
"0600000US2700306382","Blaine city, Anoka County, Minnesota","45064","2225","8543","1540","15227","1585","14360","1575","6934","1366","22299","1424","22765","1724","36382","2506","1508","704","4226","1298","N","N","N","N","N","N","N","N","N","N","N","N","780","414","1821","588","13129","2339","9383","1473","4895","989","11031","1572","4025","1001","42463","2285","15056","1841","45044","2228","2177","775","42867","2316","89173","7719","(X)","(X)","19.0","3.2","33.8","3.8","31.9","2.8","15.4","2.8","49.5","2.5","50.5","2.5","80.7","3.8","3.3","1.6","9.4","2.9","N","N","N","N","N","N","N","N","N","N","N","N","1.7","0.9","4.0","1.3","29.1","4.5","20.8","3.1","10.9","2.2","24.5","3.6","8.9","2.2","94.2","1.7","33.4","4.2","(X)","(X)","4.8","1.7","95.2","1.7","(X)","(X)"
"0600000US2703717288","Eagan city, Dakota County, Minnesota","43316","2296","7979","1307","11515","1493","15891","1635","7931","1689","19700","1581","23616","1260","34894","2289","4145","1406","2425","783","N","N","N","N","N","N","N","N","N","N","34246","2302","625","455","1314","629","7824","1563","10516","1576","4280","860","11943","1423","6814","1156","41377","2337","18757","1702","43088","2287","2567","1163","40521","2628","84587","7426","(X)","(X)","18.4","3.1","26.6","3.5","36.7","3.2","18.3","3.4","45.5","2.0","54.5","2.0","80.6","3.6","9.6","3.1","5.6","1.8","N","N","N","N","N","N","N","N","N","N","79.1","3.7","1.4","1.0","3.0","1.4","18.1","3.3","24.3","3.5","9.9","2.0","27.6","2.9","15.7","2.6","95.5","1.8","43.3","3.3","(X)","(X)","6.0","2.7","94.0","2.7","(X)","(X)"
"0600000US2703735180","Lakeville city, Dakota County, Minnesota","46963","1870","8840","1393","12511","1650","19871","1992","5741","1258","23674","1373","23289","1494","41330","2412","N","N","3504","1623","N","N","N","N","N","N","N","N","N","N","40586","2399","553","450","748","469","8359","1803","9721","1443","5286","1135","16150","1736","6146","1139","45662","1923","22296","1827","46897","1884","3261","1523","43636","2532","116885","6385","(X)","(X)","18.8","2.6","26.6","4.0","42.3","3.6","12.2","2.5","50.4","2.3","49.6","2.3","88.0","3.6","N","N","7.5","3.5","N","N","N","N","N","N","N","N","N","N","86.4","3.6","1.2","1.0","1.6","1.0","17.8","3.7","20.7","2.9","11.3","2.4","34.4","3.5","13.1","2.4","97.2","1.4","47.5","3.6","(X)","(X)","7.0","3.3","93.0","3.3","(X)","(X)"
"0600000US2705306616","Bloomington city, Hennepin County, Minnesota","66250","2476","12326","2196","18247","1982","19386","1796","16291","2219","30697","1865","35553","1934","51542","3514","6825","2293","3277","1276","N","N","N","N","N","N","N","N","3081","1256","50815","3518","1996","826","2613","786","12773","1851","14861","1974","7014","1290","19784","2202","7209","1375","61641","2707","26993","2644","65523","2547","5458","1225","60065","2726","73962","4334","(X)","(X)","18.6","3.1","27.5","3.3","29.3","2.4","24.6","3.0","46.3","2.2","53.7","2.2","77.8","4.9","10.3","3.4","4.9","1.9","N","N","N","N","N","N","N","N","4.7","1.9","76.7","4.9","3.0","1.3","3.9","1.2","19.3","2.8","22.4","2.8","10.6","1.9","29.9","3.1","10.9","2.0","93.0","1.7","40.7","3.5","(X)","(X)","8.3","1.9","91.7","1.9","(X)","(X)"
"0600000US2705307966","Brooklyn Park city, Hennepin County, Minnesota","54726","2952","12599","2203","14737","1905","18827","2512","8563","1635","27248","2314","27478","1678","29845","3892","10609","2258","11119","2579","N","N","N","N","N","N","N","N","N","N","29099","3830","2394","1001","2850","1094","15502","3174","13630","2216","6776","1542","10229","2044","3345","1080","49482","3315","13574","2182","54705","2954","3276","1512","51429","3362","81433","6262","(X)","(X)","23.0","3.4","26.9","4.1","34.4","3.7","15.6","2.9","49.8","2.5","50.2","2.5","54.5","6.3","19.4","4.1","20.3","4.7","N","N","N","N","N","N","N","N","N","N","53.2","6.2","4.4","1.8","5.2","2.0","28.3","5.2","24.9","4.0","12.4","2.7","18.7","3.7","6.1","2.0","90.4","3.0","24.8","4.0","(X)","(X)","6.0","2.8","94.0","2.8","(X)","(X)"
"0600000US2705340166","Maple Grove city, Hennepin County, Minnesota","52513","2284","6477","1648","14418","1880","22191","2413","9427","1816","24640","1823","27873","1562","46695","2702","N","N","N","N","N","N","N","N","N","N","N","N","N","N","45801","2721","139","145","791","536","8658","1834","9622","1718","5653","1133","17882","2054","9768","2058","51583","2171","27650","2298","52502","2285","1094","686","51408","2320","115615","10030","(X)","(X)","12.3","3.0","27.5","3.8","42.3","4.1","18.0","3.2","46.9","2.4","53.1","2.4","88.9","3.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","87.2","3.5","0.3","0.3","1.5","1.0","16.5","3.2","18.3","3.1","10.8","2.2","34.1","4.1","18.6","3.8","98.2","1.0","52.7","4.3","(X)","(X)","2.1","1.3","97.9","1.3","(X)","(X)"
"0600000US2705343000","Minneapolis city, Hennepin County, Minnesota","316435","6313","98437","4104","93962","4661","80419","4085","43617","2676","160207","5164","156228","3345","231075","6967","49998","4391","11712","2049","N","N","N","N","7279","2069","N","N","17853","2833","223008","6782","10023","1914","12583","2080","47571","3253","67087","4751","22427","2212","100963","4849","55781","3087","293829","7176","156744","5634","304574","6451","46744","3890","257830","6642","66937","1978","(X)","(X)","31.1","1.1","29.7","1.4","25.4","1.1","13.8","0.8","50.6","0.9","49.4","0.9","73.0","1.3","15.8","1.4","3.7","0.6","N","N","N","N","2.3","0.7","N","N","5.6","0.9","70.5","1.4","3.2","0.6","4.0","0.7","15.0","1.0","21.2","1.3","7.1","0.7","31.9","1.4","17.6","0.9","92.9","0.9","49.5","1.5","(X)","(X)","15.3","1.2","84.7","1.2","(X)","(X)"
"0600000US2705351730","Plymouth city, Hennepin County, Minnesota","54524","3258","7756","1634","13334","1905","20043","2344","13391","2064","25534","1876","28990","2077","46828","3723","N","N","3350","1162","N","N","N","N","N","N","N","N","N","N","46271","3726","464","328","813","362","5902","1506","10253","1963","4899","1040","19989","2043","12204","1485","53247","3259","32193","2539","53877","3248","2059","941","51818","3243","112202","7818","(X)","(X)","14.2","2.8","24.5","3.7","36.8","3.6","24.6","3.1","46.8","2.0","53.2","2.0","85.9","3.4","N","N","6.1","2.1","N","N","N","N","N","N","N","N","N","N","84.9","3.6","0.9","0.6","1.5","0.7","10.8","2.5","18.8","3.5","9.0","1.8","36.7","3.1","22.4","2.6","97.7","0.9","59.0","3.5","(X)","(X)","3.8","1.7","96.2","1.7","(X)","(X)"
"0600000US2710954880","Rochester city, Olmsted County, Minnesota","83447","2500","17822","1339","20819","1621","25925","1659","18881","1430","39628","1373","43819","1532","71173","1843","3363","1188","5374","768","N","N","N","N","N","N","N","N","3086","703","68906","1637","1847","926","1895","637","18435","2189","13575","1829","8256","1537","20774","1841","18665","2093","79705","2659","39439","2704","81874","2871","5038","962","76836","2927","77061","6257","(X)","(X)","21.4","1.5","24.9","2.0","31.1","1.6","22.6","1.5","47.5","0.9","52.5","0.9","85.3","1.5","4.0","1.4","6.4","0.9","N","N","N","N","N","N","N","N","3.7","0.8","82.6","1.7","2.2","1.1","2.3","0.8","22.1","2.5","16.3","2.1","9.9","1.8","24.9","2.2","22.4","2.4","95.5","1.2","47.3","3.1","(X)","(X)","6.2","1.2","93.8","1.2","(X)","(X)"
"0600000US2712358000","St. Paul city, Ramsey County, Minnesota","209348","4759","53937","3350","60512","3263","60820","3036","34079","2245","101324","3594","108024","3115","139680","3749","26581","3003","32676","3069","N","N","N","N","2191","810","N","N","11682","1824","132122","3660","9518","1565","10674","1590","42991","3317","40636","3349","17717","2065","54727","3417","33085","2584","189156","4592","87812","3841","203264","4930","24327","3833","178937","5679","66408","3478","(X)","(X)","25.8","1.4","28.9","1.4","29.1","1.3","16.3","1.1","48.4","1.1","51.6","1.1","66.7","1.9","12.7","1.3","15.6","1.4","N","N","N","N","1.0","0.4","N","N","5.6","0.8","63.1","1.9","4.5","0.7","5.1","0.7","20.5","1.5","19.4","1.4","8.5","1.0","26.1","1.6","15.8","1.3","90.4","1.0","41.9","1.9","(X)","(X)","12.0","1.9","88.0","1.9","(X)","(X)"
"0600000US2713717000","Duluth city, St. Louis County, Minnesota","69809","1398","21865","1423","15707","1180","18933","1608","13304","1233","33347","1329","36462","1131","64424","1669","N","N","N","N","N","N","N","N","N","N","N","N","N","N","63737","1604","653","390","2194","674","15751","1758","20456","2010","6805","1092","15656","1758","8294","1226","66962","1684","23950","2001","65319","1774","11890","1648","53429","2211","56371","3169","(X)","(X)","31.3","1.9","22.5","1.8","27.1","2.1","19.1","1.7","47.8","1.5","52.2","1.5","92.3","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","91.3","1.3","0.9","0.6","3.1","1.0","22.6","2.4","29.3","2.7","9.7","1.6","22.4","2.5","11.9","1.7","95.9","1.1","34.3","2.8","(X)","(X)","18.2","2.5","81.8","2.5","(X)","(X)"
"0600000US2716371428","Woodbury city, Washington County, Minnesota","51008","1857","9134","1570","13970","1644","18799","1921","9105","1540","24653","1210","26355","1483","44778","2169","N","N","2242","821","N","N","N","N","N","N","N","N","N","N","42891","2339","12","26","1551","685","8321","1771","7919","1412","3861","1062","19230","1925","10114","1499","49445","1987","29344","2199","50872","1840","2010","908","48862","1983","116626","8186","(X)","(X)","17.9","2.9","27.4","3.7","36.9","3.2","17.9","2.8","48.3","1.9","51.7","1.9","87.8","3.2","N","N","4.4","1.6","N","N","N","N","N","N","N","N","N","N","84.1","3.6","0.0","0.1","3.0","1.4","16.3","3.5","15.5","2.6","7.6","2.0","37.7","3.8","19.8","2.8","96.9","1.4","57.5","4.1","(X)","(X)","4.0","1.8","96.0","1.8","(X)","(X)"
"0600000US2901915688","Columbia township, Boone County, Missouri","57306","3992","29833","2714","11345","1880","10081","1815","6047","1062","26110","2480","31196","2385","49107","3686","N","N","N","N","N","N","N","N","N","N","N","N","2150","585","N","N","1181","775","1279","865","10195","1929","24740","3220","4718","1107","10716","1927","4477","1192","54846","3929","15193","2350","49524","3917","16921","3107","32603","3657","48958","6760","(X)","(X)","52.1","3.3","19.8","2.9","17.6","2.7","10.6","1.9","45.6","2.5","54.4","2.5","85.7","3.2","N","N","N","N","N","N","N","N","N","N","N","N","3.8","1.0","N","N","2.1","1.3","2.2","1.5","17.8","3.2","43.2","4.4","8.2","2.0","18.7","3.2","7.8","2.0","95.7","2.3","26.5","3.8","(X)","(X)","34.2","5.6","65.8","5.6","(X)","(X)"
"0600000US2902177236","Washington township, Buchanan County, Missouri","59498","1530","11892","835","15348","1196","19866","1229","12392","762","29986","1029","29512","1008","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2249","794","3857","950","24383","2032","14477","1973","3674","981","8336","1239","2522","509","53392","1886","10858","1408","55503","1877","8710","1792","46793","2539","44933","5672","(X)","(X)","20.0","1.3","25.8","1.9","33.4","1.9","20.8","1.1","50.4","1.1","49.6","1.1","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","3.8","1.3","6.5","1.6","41.0","3.2","24.3","3.3","6.2","1.6","14.0","2.1","4.2","0.8","89.7","2.2","18.2","2.4","(X)","(X)","15.7","3.3","84.3","3.3","(X)","(X)"
"0600000US2904726290","Gallatin township, Clay County, Missouri","58421","3700","12067","1799","14316","2413","19775","2115","12263","1808","28083","2181","30338","2519","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","746","519","2800","853","18087","2740","14686","2033","6640","1766","11816","1950","3646","876","54875","3654","15462","2135","58359","3693","5910","2202","52449","3167","52830","6454","(X)","(X)","20.7","2.6","24.5","3.7","33.8","3.4","21.0","2.8","48.1","2.5","51.9","2.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.3","0.9","4.8","1.4","31.0","4.2","25.1","3.4","11.4","2.7","20.2","3.1","6.2","1.5","93.9","1.7","26.5","3.4","(X)","(X)","10.1","3.5","89.9","3.5","(X)","(X)"
"0600000US2907770009","Springfield township, Greene County, Missouri","135058","2548","43488","2515","31429","2520","34118","2361","26023","2328","64375","2320","70683","2069","122087","2863","N","N","N","N","N","N","N","N","N","N","N","N","N","N","119429","2708","3778","1235","8572","2002","38239","3709","43407","3441","9005","1892","21345","2736","10712","1723","122708","3539","32057","3353","125314","3127","27599","3665","97715","3935","36007","1919","(X)","(X)","32.2","1.7","23.3","1.9","25.3","1.7","19.3","1.6","47.7","1.3","52.3","1.3","90.4","1.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","88.4","1.2","2.8","0.9","6.3","1.5","28.3","2.6","32.1","2.4","6.7","1.4","15.8","2.1","7.9","1.3","90.9","1.8","23.7","2.5","(X)","(X)","22.0","2.8","78.0","2.8","(X)","(X)"
"0600000US2909506490","Blue township, Jackson County, Missouri","114786","5148","24215","2847","28123","2871","37820","3315","24628","2461","53347","3363","61439","3008","87463","4388","N","N","N","N","N","N","N","N","4404","1861","N","N","8473","1950","N","N","2637","936","11158","2075","45376","4349","27496","2852","10712","2195","11909","1728","5498","1471","100991","4904","17407","2354","113749","5121","16902","3182","96847","4845","49331","2937","(X)","(X)","21.1","2.2","24.5","2.4","32.9","2.2","21.5","2.1","46.5","1.7","53.5","1.7","76.2","2.6","N","N","N","N","N","N","N","N","3.8","1.6","N","N","7.4","1.7","N","N","2.3","0.8","9.7","1.7","39.5","3.2","24.0","2.4","9.3","1.9","10.4","1.4","4.8","1.3","88.0","1.9","15.2","1.9","(X)","(X)","14.9","2.6","85.1","2.6","(X)","(X)"
"0600000US2909508686","Brooking township, Jackson County, Missouri","55146","4270","9938","2245","13089","2251","16601","2024","15518","2124","26261","2487","28885","2457","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","888","587","4805","1501","19185","2733","16111","2458","3424","874","7128","1476","3605","1059","49453","4012","10733","1820","54113","4311","7182","1496","46931","4570","51934","8003","(X)","(X)","18.0","3.6","23.7","3.8","30.1","3.1","28.1","3.3","47.6","2.3","52.4","2.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.6","1.0","8.7","2.6","34.8","4.2","29.2","3.8","6.2","1.5","12.9","2.6","6.5","1.9","89.7","2.9","19.5","3.0","(X)","(X)","13.3","3.0","86.7","3.0","(X)","(X)"
"0600000US2909538054","Kaw township, Jackson County, Missouri","146962","5530","37915","3326","39815","2957","42859","3069","26373","2394","72257","3576","74705","3698","95628","4889","41558","4259","2970","753","N","N","N","N","N","N","N","N","10637","2270","88233","4875","2743","1007","8117","1900","34595","3836","29618","2631","7662","1553","40275","3594","23952","2141","136102","5170","64227","4058","142233","5453","19948","2363","122285","5452","52199","2981","(X)","(X)","25.8","2.0","27.1","1.8","29.2","1.9","17.9","1.4","49.2","1.6","50.8","1.6","65.1","2.3","28.3","2.7","2.0","0.5","N","N","N","N","N","N","N","N","7.2","1.5","60.0","2.4","1.9","0.7","5.5","1.3","23.5","2.4","20.2","1.7","5.2","1.0","27.4","2.2","16.3","1.4","92.6","1.4","43.7","2.4","(X)","(X)","14.0","1.6","86.0","1.6","(X)","(X)"
"0600000US2909559564","Prairie township, Jackson County, Missouri","78632","2792","11090","1872","23856","1959","28097","2498","15589","2032","37019","1995","41613","1869","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1451","846","1233","491","16877","2432","17207","1993","6562","1244","21717","2032","13585","1938","75948","2772","35302","2703","78046","2882","2296","882","75750","2804","103655","8258","(X)","(X)","14.1","2.3","30.3","2.9","35.7","2.7","19.8","2.3","47.1","1.7","52.9","1.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.8","1.1","1.6","0.6","21.5","2.8","21.9","2.6","8.3","1.6","27.6","2.3","17.3","2.4","96.6","1.2","44.9","3.0","(X)","(X)","2.9","1.1","97.1","1.1","(X)","(X)"
