"GEO_ID","NAME","S2901_C01_001E","S2901_C01_001M","S2901_C01_002E","S2901_C01_002M","S2901_C01_003E","S2901_C01_003M","S2901_C01_004E","S2901_C01_004M","S2901_C01_005E","S2901_C01_005M","S2901_C01_006E","S2901_C01_006M","S2901_C01_007E","S2901_C01_007M","S2901_C01_008E","S2901_C01_008M","S2901_C01_009E","S2901_C01_009M","S2901_C01_010E","S2901_C01_010M","S2901_C01_011E","S2901_C01_011M","S2901_C01_012E","S2901_C01_012M","S2901_C01_013E","S2901_C01_013M","S2901_C01_014E","S2901_C01_014M","S2901_C01_015E","S2901_C01_015M","S2901_C01_016E","S2901_C01_016M","S2901_C01_017E","S2901_C01_017M","S2901_C01_018E","S2901_C01_018M","S2901_C01_019E","S2901_C01_019M","S2901_C01_020E","S2901_C01_020M","S2901_C01_021E","S2901_C01_021M","S2901_C01_022E","S2901_C01_022M","S2901_C01_023E","S2901_C01_023M","S2901_C01_024E","S2901_C01_024M","S2901_C01_025E","S2901_C01_025M","S2901_C01_026E","S2901_C01_026M","S2901_C01_027E","S2901_C01_027M","S2901_C01_028E","S2901_C01_028M","S2901_C01_029E","S2901_C01_029M","S2901_C02_001E","S2901_C02_001M","S2901_C02_002E","S2901_C02_002M","S2901_C02_003E","S2901_C02_003M","S2901_C02_004E","S2901_C02_004M","S2901_C02_005E","S2901_C02_005M","S2901_C02_006E","S2901_C02_006M","S2901_C02_007E","S2901_C02_007M","S2901_C02_008E","S2901_C02_008M","S2901_C02_009E","S2901_C02_009M","S2901_C02_010E","S2901_C02_010M","S2901_C02_011E","S2901_C02_011M","S2901_C02_012E","S2901_C02_012M","S2901_C02_013E","S2901_C02_013M","S2901_C02_014E","S2901_C02_014M","S2901_C02_015E","S2901_C02_015M","S2901_C02_016E","S2901_C02_016M","S2901_C02_017E","S2901_C02_017M","S2901_C02_018E","S2901_C02_018M","S2901_C02_019E","S2901_C02_019M","S2901_C02_020E","S2901_C02_020M","S2901_C02_021E","S2901_C02_021M","S2901_C02_022E","S2901_C02_022M","S2901_C02_023E","S2901_C02_023M","S2901_C02_024E","S2901_C02_024M","S2901_C02_025E","S2901_C02_025M","S2901_C02_026E","S2901_C02_026M","S2901_C02_027E","S2901_C02_027M","S2901_C02_028E","S2901_C02_028M","S2901_C02_029E","S2901_C02_029M"
"9700000US1812360","Warren Township Metropolitan School District, Indiana","47740","4233","12116","2517","11987","2228","13619","2881","10018","2198","21275","2857","26465","2657","26104","3601","N","N","N","N","N","N","N","N","N","N","N","N","3223","1296","N","N","675","410","3921","1647","18984","3176","12603","2527","4048","1074","4711","1304","2798","1321","43144","4202","7509","1916","47326","4222","4304","1375","43022","4191","47730","8512","(X)","(X)","25.4","4.8","25.1","4.5","28.5","5.1","21.0","4.2","44.6","3.8","55.4","3.8","54.7","6.4","N","N","N","N","N","N","N","N","N","N","N","N","6.8","2.8","N","N","1.4","0.8","8.2","3.4","39.8","5.6","26.4","4.3","8.5","2.4","9.9","2.7","5.9","2.7","90.4","3.3","15.7","3.8","(X)","(X)","9.1","2.9","90.9","2.9","(X)","(X)"
"9700000US1812720","Washington Township Metropolitan School District, Indiana","72707","4118","17397","2850","18919","2587","21217","2528","15174","1806","35333","3503","37374","2711","49728","4159","N","N","N","N","N","N","N","N","N","N","N","N","N","N","47226","4255","778","419","4003","2094","14858","2082","13230","2024","5867","1419","21445","2589","12526","1998","67926","3489","33971","2922","71907","4129","8379","1655","63528","4117","60712","7241","(X)","(X)","23.9","3.6","26.0","3.3","29.2","2.9","20.9","2.4","48.6","3.3","51.4","3.3","68.4","5.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","65.0","5.7","1.1","0.6","5.5","2.7","20.4","2.7","18.2","2.6","8.1","1.9","29.5","3.1","17.2","2.9","93.4","2.7","46.7","3.7","(X)","(X)","11.7","2.3","88.3","2.3","(X)","(X)"
"9700000US1812810","Wayne Township Metropolitan School District, Indiana","52652","4947","13944","2967","10278","1719","19671","2914","8759","1648","24442","3045","28210","3000","40014","4592","N","N","N","N","N","N","N","N","N","N","N","N","4137","2365","N","N","1224","535","5000","1332","19768","2854","11805","2538","4809","1148","8094","1934","1952","486","46428","4581","10046","2092","51790","4979","4549","1508","47241","4896","50278","5187","(X)","(X)","26.5","4.5","19.5","3.1","37.4","4.0","16.6","3.1","46.4","3.3","53.6","3.3","76.0","4.5","N","N","N","N","N","N","N","N","N","N","N","N","7.9","4.4","N","N","2.3","1.0","9.5","2.4","37.5","3.9","22.4","4.0","9.1","2.1","15.4","3.5","3.7","1.0","88.2","2.6","19.1","3.8","(X)","(X)","8.8","2.9","91.2","2.9","(X)","(X)"
"9700000US1903690","Ankeny Community School District, Iowa","48678","2968","10732","2219","16921","2073","13238","2283","7787","2217","22997","2083","25681","1721","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","879","604","605","371","7684","1937","7987","1595","7088","2248","17373","2573","7062","2036","47194","3004","24435","2621","48088","3030","2092","980","45996","3017","94568","9671","(X)","(X)","22.0","4.2","34.8","4.6","27.2","4.5","16.0","4.1","47.2","2.5","52.8","2.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.8","1.2","1.2","0.8","15.8","3.7","16.4","3.2","14.6","4.3","35.7","5.3","14.5","4.1","97.0","1.5","50.2","5.3","(X)","(X)","4.4","2.0","95.6","2.0","(X)","(X)"
"9700000US1906540","Cedar Rapids Community School District, Iowa","92698","3875","19653","2101","21073","1886","31096","2427","20876","1509","44653","2328","48045","2473","82504","3403","N","N","1941","758","N","N","N","N","N","N","N","N","2579","609","80574","3495","1522","748","5053","1468","24299","2725","21989","2506","11758","2114","20131","1983","7946","1218","86123","3709","28077","2273","90289","3826","10135","2007","80154","3647","57624","6364","(X)","(X)","21.2","1.9","22.7","2.0","33.5","2.0","22.5","1.6","48.2","1.5","51.8","1.5","89.0","1.8","N","N","2.1","0.8","N","N","N","N","N","N","N","N","2.8","0.7","86.9","1.8","1.6","0.8","5.5","1.6","26.2","2.6","23.7","2.6","12.7","2.1","21.7","2.0","8.6","1.4","92.9","1.6","30.3","2.4","(X)","(X)","11.2","2.1","88.8","2.1","(X)","(X)"
"9700000US1908580","Davenport Community School District, Iowa","82795","2166","16888","1566","21235","1731","27450","1817","17222","1447","40246","1441","42549","1510","70561","2209","N","N","N","N","N","N","N","N","N","N","N","N","5196","954","N","N","2189","739","5716","1375","24688","2246","20796","1995","9965","1697","12991","1542","6450","1213","74890","2083","19441","1977","80312","2337","10694","2211","69618","2783","58376","4485","(X)","(X)","20.4","1.8","25.6","2.1","33.2","1.9","20.8","1.6","48.6","1.2","51.4","1.2","85.2","1.2","N","N","N","N","N","N","N","N","N","N","N","N","6.3","1.1","N","N","2.6","0.9","6.9","1.6","29.8","2.7","25.1","2.2","12.0","2.0","15.7","1.9","7.8","1.4","90.5","1.5","23.5","2.4","(X)","(X)","13.3","2.7","86.7","2.7","(X)","(X)"
"9700000US1908970","Des Moines Independent Community School District, Iowa","153257","4223","37514","3188","37385","2956","47601","3115","30757","2475","74769","2989","78488","3118","128442","4514","15234","1939","4534","1199","N","N","N","N","1641","865","N","N","12114","1478","119180","4086","3527","1093","11344","1996","44877","3948","40610","3110","11879","1680","30356","2612","10664","1282","138386","4273","41020","2887","149602","4209","19745","3123","129857","4418","54037","3467","(X)","(X)","24.5","1.8","24.4","1.9","31.1","1.8","20.1","1.7","48.8","1.4","51.2","1.4","83.8","1.8","9.9","1.2","3.0","0.8","N","N","N","N","1.1","0.6","N","N","7.9","0.9","77.8","1.7","2.3","0.7","7.4","1.3","29.3","2.4","26.5","1.9","7.8","1.1","19.8","1.6","7.0","0.9","90.3","1.4","26.8","1.8","(X)","(X)","13.2","2.0","86.8","2.0","(X)","(X)"
"9700000US1909480","Dubuque Community School District, Iowa","58902","1583","12966","963","12558","1009","19171","1210","14207","759","28102","1193","30800","1002","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","641","280","2592","906","18857","1972","11556","1584","6200","1149","12877","1681","6179","1132","55669","1802","19056","2020","55906","1696","6617","1522","49289","2308","59589","4034","(X)","(X)","22.0","1.5","21.3","1.7","32.5","1.7","24.1","1.2","47.7","1.3","52.3","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.1","0.5","4.4","1.5","32.0","3.0","19.6","2.8","10.5","2.0","21.9","2.8","10.5","1.9","94.5","1.6","32.4","3.3","(X)","(X)","11.8","2.8","88.2","2.8","(X)","(X)"
"9700000US1914700","Iowa City Community School District, Iowa","89646","3346","35149","1986","19272","1405","20835","1845","14390","1239","43277","2461","46369","1659","78246","3361","3389","1300","4132","711","N","N","N","N","N","N","N","N","4158","766","75313","3106","472","377","2017","831","13362","2009","24404","2726","6123","1361","25133","2789","18135","2190","87157","3391","43268","3288","83990","3241","19004","2753","64986","3297","59726","6530","(X)","(X)","39.2","1.5","21.5","1.5","23.2","1.7","16.1","1.3","48.3","1.4","51.7","1.4","87.3","2.2","3.8","1.4","4.6","0.8","N","N","N","N","N","N","N","N","4.6","0.8","84.0","2.2","0.5","0.4","2.2","0.9","14.9","2.3","27.2","2.8","6.8","1.5","28.0","2.9","20.2","2.4","97.2","1.1","48.3","3.1","(X)","(X)","22.6","3.0","77.4","3.0","(X)","(X)"
"9700000US1926400","Sioux City Community School District, Iowa","58625","2390","12386","1125","15566","1446","18470","1391","12203","1005","28740","1519","29885","1534","51573","2263","N","N","N","N","N","N","N","N","N","N","N","N","8601","696","N","N","3600","1342","3887","1190","19500","2346","14689","1717","5971","1423","7551","1449","3427","908","51138","2652","10978","1780","56699","2441","7670","1880","49029","2754","52525","6710","(X)","(X)","21.1","1.6","26.6","2.1","31.5","2.1","20.8","1.6","49.0","1.6","51.0","1.6","88.0","2.3","N","N","N","N","N","N","N","N","N","N","N","N","14.7","1.1","N","N","6.1","2.3","6.6","2.0","33.3","3.5","25.1","3.0","10.2","2.4","12.9","2.4","5.8","1.5","87.2","2.7","18.7","2.9","(X)","(X)","13.5","3.3","86.5","3.3","(X)","(X)"
"9700000US1930480","Waterloo Community School District, Iowa","55377","2290","13884","1388","11044","1525","18424","1483","12025","1397","27268","1720","28109","1403","44751","2087","7363","976","N","N","N","N","N","N","N","N","N","N","1711","580","43931","2107","1310","572","4494","1203","20858","2199","12315","1552","5200","1096","8195","1479","3005","898","49573","2649","11200","1718","54646","2281","7787","1277","46859","2317","51271","2353","(X)","(X)","25.1","2.1","19.9","2.7","33.3","2.4","21.7","2.3","49.2","1.9","50.8","1.9","80.8","1.8","13.3","1.7","N","N","N","N","N","N","N","N","N","N","3.1","1.1","79.3","1.9","2.4","1.0","8.1","2.2","37.7","3.3","22.2","2.7","9.4","1.9","14.8","2.7","5.4","1.6","89.5","2.6","20.2","3.0","(X)","(X)","14.2","2.3","85.8","2.3","(X)","(X)"
"9700000US1930510","Waukee Community School District, Iowa","44087","2169","8907","1320","16180","1302","12659","1172","6341","870","21072","1160","23015","1358","40562","2185","N","N","1735","884","N","N","N","N","N","N","N","N","N","N","N","N","251","283","498","333","5887","1307","5514","1176","5051","1287","19746","2638","7140","1390","43338","2269","26886","2701","43925","2161","1246","814","42679","2113","103414","15694","(X)","(X)","20.2","2.5","36.7","2.7","28.7","2.5","14.4","1.9","47.8","1.5","52.2","1.5","92.0","2.4","N","N","3.9","2.0","N","N","N","N","N","N","N","N","N","N","N","N","0.6","0.6","1.1","0.8","13.4","3.0","12.5","2.7","11.5","2.9","44.8","4.9","16.2","3.3","98.3","1.0","61.0","4.9","(X)","(X)","2.8","1.8","97.2","1.8","(X)","(X)"
"9700000US1930930","West Des Moines Community School District, Iowa","48892","2606","8069","1814","10297","1752","18140","2091","12386","1711","23546","2019","25346","1951","44164","2810","N","N","2739","1337","N","N","N","N","N","N","N","N","N","N","42985","2933","939","691","1383","636","8713","1603","10460","1891","3735","929","15712","1756","7950","1304","46570","2664","23662","2157","48655","2609","1946","640","46709","2505","83365","7001","(X)","(X)","16.5","3.5","21.1","3.6","37.1","3.5","25.3","3.3","48.2","3.1","51.8","3.1","90.3","3.1","N","N","5.6","2.7","N","N","N","N","N","N","N","N","N","N","87.9","3.5","1.9","1.4","2.8","1.3","17.8","3.1","21.4","3.4","7.6","1.8","32.1","3.4","16.3","2.6","95.3","1.7","48.4","4.1","(X)","(X)","4.0","1.3","96.0","1.3","(X)","(X)"
"9700000US2007950","Kansas City Unified School District 500, Kansas","70791","3039","18244","1525","16773","1730","22162","1609","13612","955","33621","1689","37170","2001","37088","2680","N","N","3369","723","N","N","N","N","3518","1112","N","N","11488","1580","N","N","3016","824","7412","1498","25057","2412","15573","1873","6652","1578","8450","1587","4631","1110","60363","3193","13081","1903","69855","3159","13018","2182","56837","3662","43811","3919","(X)","(X)","25.8","1.9","23.7","2.0","31.3","1.7","19.2","1.4","47.5","1.5","52.5","1.5","52.4","2.4","N","N","4.8","1.0","N","N","N","N","5.0","1.5","N","N","16.2","1.9","N","N","4.3","1.2","10.5","2.1","35.4","2.8","22.0","2.5","9.4","2.2","11.9","2.3","6.5","1.5","85.3","2.5","18.5","2.7","(X)","(X)","18.6","3.2","81.4","3.2","(X)","(X)"
"9700000US2008400","Lawrence Unified School District 497, Kansas","79905","1990","31557","1644","16449","1507","18655","1697","13244","1321","38973","1504","40932","1579","67668","1741","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","272","274","2345","934","17101","2573","21547","2536","6688","2025","20946","2318","11006","1719","77288","2070","31952","2792","73112","2272","12556","2427","60556","3064","59750","6548","(X)","(X)","39.5","1.7","20.6","1.9","23.3","1.9","16.6","1.6","48.8","1.5","51.2","1.5","84.7","1.3","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0.3","0.3","2.9","1.2","21.4","3.2","27.0","3.0","8.4","2.5","26.2","2.8","13.8","2.2","96.7","1.2","40.0","3.4","(X)","(X)","17.2","3.3","82.8","3.3","(X)","(X)"
"9700000US2009180","Manhattan Unified School District 383, Kansas","51127","2137","25023","1593","9786","1190","9221","950","7097","638","26283","1295","24844","1309","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","259","263","1680","674","7620","1686","19512","2461","6399","1936","9371","1827","6286","1160","49188","2142","15657","1953","45088","2497","12398","2314","32690","2491","51671","5450","(X)","(X)","48.9","2.5","19.1","2.2","18.0","1.6","13.9","1.2","51.4","1.5","48.6","1.5","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0.5","0.5","3.3","1.3","14.9","3.3","38.2","4.8","12.5","3.6","18.3","3.5","12.3","2.2","96.2","1.4","30.6","3.7","(X)","(X)","27.5","4.6","72.5","4.6","(X)","(X)"
"9700000US2010140","Olathe Unified School District 233, Kansas","109373","3789","19746","2292","32149","2993","37454","2685","20024","2004","53296","2579","56077","2528","94772","4112","6696","1493","4218","1117","N","N","N","N","N","N","N","N","7523","1789","89009","3956","1479","792","3378","924","18631","2496","25000","2170","8277","1251","33773","2255","18835","2172","104516","3644","52608","3156","108078","3848","5130","1299","102948","3744","92604","4704","(X)","(X)","18.1","1.9","29.4","2.6","34.2","2.0","18.3","1.9","48.7","1.6","51.3","1.6","86.7","2.1","6.1","1.4","3.9","1.0","N","N","N","N","N","N","N","N","6.9","1.6","81.4","2.4","1.4","0.7","3.1","0.8","17.0","2.1","22.9","1.8","7.6","1.1","30.9","2.0","17.2","1.9","95.6","1.2","48.1","2.6","(X)","(X)","4.7","1.2","95.3","1.2","(X)","(X)"
"9700000US2011640","Shawnee Mission Public Schools Unified School District, Kansas","173502","4875","39172","3010","43828","3234","52809","3183","37693","2564","83551","3375","89951","3021","154895","4493","7995","1681","4636","1443","N","N","N","N","N","N","N","N","8675","1899","148518","4409","1482","894","5038","1237","29202","2940","35791","3317","12671","2057","58327","3435","30991","2640","166982","4452","89318","3999","172065","4971","10213","2255","161852","5221","81403","3353","(X)","(X)","22.6","1.5","25.3","1.7","30.4","1.7","21.7","1.4","48.2","1.2","51.8","1.2","89.3","1.4","4.6","0.9","2.7","0.8","N","N","N","N","N","N","N","N","5.0","1.1","85.6","1.6","0.9","0.5","2.9","0.7","16.8","1.6","20.6","1.6","7.3","1.2","33.6","2.1","17.9","1.5","96.2","0.8","51.5","2.4","(X)","(X)","5.9","1.3","94.1","1.3","(X)","(X)"
"9700000US2012000","Blue Valley Unified School District 229, Kansas","94979","3747","15836","2329","21306","2400","37413","2739","20424","2121","45308","2436","49671","2363","82828","3665","N","N","7695","1402","N","N","N","N","N","N","N","N","2536","878","81125","3760","678","348","1336","608","8398","1442","15866","2305","5526","993","37730","3021","25445","2457","92965","3743","63175","3165","94663","3697","2369","974","92294","3780","131244","6654","(X)","(X)","16.7","2.2","22.4","2.5","39.4","2.2","21.5","2.3","47.7","1.6","52.3","1.6","87.2","1.7","N","N","8.1","1.4","N","N","N","N","N","N","N","N","2.7","0.9","85.4","1.9","0.7","0.4","1.4","0.6","8.8","1.5","16.7","2.2","5.8","1.1","39.7","2.6","26.8","2.6","97.9","0.8","66.5","2.5","(X)","(X)","2.5","1.0","97.5","1.0","(X)","(X)"
"9700000US2012260","Topeka Public Schools Unified School District 501, Kansas","73013","2388","18689","1394","17985","1908","19526","1896","16813","1332","34350","1606","38663","1496","56907","2469","N","N","N","N","N","N","N","N","3176","1252","N","N","10153","1166","N","N","1600","693","5538","1417","23747","2192","19134","1901","5362","1246","12703","1984","4929","898","65875","2702","17632","2122","70038","2736","7779","1598","62259","2930","48488","4365","(X)","(X)","25.6","1.7","24.6","2.3","26.7","2.4","23.0","1.9","47.0","1.4","53.0","1.4","77.9","2.3","N","N","N","N","N","N","N","N","4.3","1.7","N","N","13.9","1.5","N","N","2.2","1.0","7.6","1.9","32.5","2.9","26.2","2.5","7.3","1.7","17.4","2.5","6.8","1.2","90.2","1.9","24.1","2.6","(X)","(X)","11.1","2.3","88.9","2.3","(X)","(X)"
"9700000US2012990","Wichita Unified School District 259, Kansas","230950","5865","57031","3353","53785","2395","70449","3283","49685","2331","110945","3440","120005","3290","175290","5317","27337","1896","11382","1508","N","N","N","N","4427","1516","N","N","25228","3435","156727","4199","6841","1514","16710","1963","67486","4203","61234","4037","18790","2682","40327","2818","19562","1814","207399","5403","59889","3285","227354","5845","31536","3412","195818","6097","50183","1875","(X)","(X)","24.7","1.2","23.3","0.9","30.5","1.0","21.5","1.1","48.0","0.7","52.0","0.7","75.9","1.3","11.8","0.8","4.9","0.6","N","N","N","N","1.9","0.6","N","N","10.9","1.3","67.9","1.4","3.0","0.6","7.2","0.8","29.2","1.6","26.5","1.7","8.1","1.1","17.5","1.2","8.5","0.8","89.8","1.0","25.9","1.4","(X)","(X)","13.9","1.5","86.1","1.5","(X)","(X)"
"9700000US2100510","Boone County School District, Kentucky","87674","2107","16682","1029","22787","1346","31305","1211","16900","757","42587","1255","45087","1259","83707","1798","N","N","N","N","N","N","N","N","N","N","N","N","2358","488","81349","1698","1630","993","4334","1311","23559","2589","23593","2459","7993","1721","17915","2317","8650","1781","81710","2155","26565","2834","87155","2149","5991","1574","81164","2223","79753","8451","(X)","(X)","19.0","1.0","26.0","1.3","35.7","1.2","19.3","0.8","48.6","0.8","51.4","0.8","95.5","1.5","N","N","N","N","N","N","N","N","N","N","N","N","2.7","0.5","92.8","1.5","1.9","1.1","4.9","1.5","26.9","2.9","26.9","2.9","9.1","2.0","20.4","2.5","9.9","2.0","93.2","1.6","30.3","3.1","(X)","(X)","6.9","1.8","93.1","1.8","(X)","(X)"
"9700000US2100750","Bullitt County School District, Kentucky","62189","1300","11519","659","14935","117","22233","447","13502","806","31006","894","31183","769","60469","612","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1790","882","5282","1375","25647","2452","13401","1694","6931","1474","6365","1345","2773","732","55117","1845","9138","1554","61750","1459","3623","1287","58127","1618","65774","4606","(X)","(X)","18.5","0.8","24.0","0.5","35.8","0.7","21.7","1.0","49.9","0.8","50.1","0.8","97.2","1.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2.9","1.4","8.5","2.2","41.2","4.0","21.5","2.6","11.1","2.4","10.2","2.2","4.5","1.2","88.6","2.9","14.7","2.5","(X)","(X)","5.9","2.0","94.1","2.0","(X)","(X)"
"9700000US2101470","Daviess County School District, Kentucky","53091","2206","9091","1246","13276","1315","17971","1301","12753","1113","25547","1265","27544","1573","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1463","735","3898","1209","16527","1806","12212","1726","6076","1109","8362","1395","4553","933","47730","2646","12915","1750","52054","2224","5474","1350","46580","2474","55282","8595","(X)","(X)","17.1","2.2","25.0","2.2","33.8","2.0","24.0","2.1","48.1","1.7","51.9","1.7","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2.8","1.4","7.3","2.3","31.1","3.1","23.0","3.0","11.4","2.1","15.8","2.5","8.6","1.7","89.9","2.6","24.3","3.0","(X)","(X)","10.5","2.6","89.5","2.6","(X)","(X)"
"9700000US2101860","Fayette County School District, Kentucky","238116","2276","66583","1091","57659","1539","70205","1454","43669","411","113109","1518","125007","1395","189792","1719","33765","1553","6550","945","N","N","N","N","N","N","N","N","6108","999","186541","1388","2905","888","10491","1859","49717","3590","61225","3828","16334","2174","56989","3780","40455","2938","224720","2780","97444","4505","227110","2695","32892","3744","194218","4420","60489","2408","(X)","(X)","28.0","0.4","24.2","0.5","29.5","0.5","18.3","0.3","47.5","0.4","52.5","0.4","79.7","0.7","14.2","0.6","2.8","0.4","N","N","N","N","N","N","N","N","2.6","0.4","78.3","0.6","1.2","0.4","4.4","0.8","20.9","1.5","25.7","1.6","6.9","0.9","23.9","1.6","17.0","1.2","94.4","0.8","40.9","1.9","(X)","(X)","14.5","1.6","85.5","1.6","(X)","(X)"
"9700000US2102490","Hardin County School District, Kentucky","67689","2178","13475","1224","16089","1744","23709","1638","14416","1135","32077","1589","35612","1379","55150","2158","N","N","N","N","N","N","N","N","N","N","N","N","2100","516","53747","2035","1550","797","5211","1262","22426","2386","16308","2258","7892","1588","8684","1652","5618","1202","60928","2568","14302","2108","66755","2266","7201","1875","59554","2737","58325","5603","(X)","(X)","19.9","1.8","23.8","2.3","35.0","2.0","21.3","1.7","47.4","1.5","52.6","1.5","81.5","1.8","N","N","N","N","N","N","N","N","N","N","N","N","3.1","0.7","79.4","1.7","2.3","1.2","7.7","1.9","33.1","3.5","24.1","3.2","11.7","2.2","12.8","2.4","8.3","1.8","90.0","2.2","21.1","3.1","(X)","(X)","10.8","2.8","89.2","2.8","(X)","(X)"
"9700000US2102990","Jefferson County School District, Kentucky","564590","3556","115354","1795","136173","1579","187013","1508","126050","645","267479","2044","297111","2285","423713","2770","119975","2434","8855","1241","N","N","N","N","1686","830","8914","1993","15039","1998","412103","1986","11999","2065","35019","3598","156287","6039","132897","5409","44826","3669","114413","4894","69149","3069","517572","5358","183562","5451","552115","3805","64710","5335","487405","6097","59429","2239","(X)","(X)","20.4","0.2","24.1","0.2","33.1","0.2","22.3","0.2","47.4","0.2","52.6","0.2","75.0","0.3","21.2","0.4","1.6","0.2","N","N","N","N","0.3","0.1","1.6","0.4","2.7","0.3","73.0","0.4","2.1","0.4","6.2","0.6","27.7","1.0","23.5","0.9","7.9","0.6","20.3","0.9","12.2","0.6","91.7","0.7","32.5","1.0","(X)","(X)","11.7","1.0","88.3","1.0","(X)","(X)"
"9700000US2103090","Kenton County School District, Kentucky","79450","2899","16416","1612","20084","1725","27138","1877","15812","1089","40142","1858","39308","1760","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2060","888","3986","1054","24110","2637","17551","1982","6687","1311","15147","1547","9909","1512","73404","2801","25056","2030","78347","2976","4728","1294","73619","3060","89490","6034","(X)","(X)","20.7","1.9","25.3","1.9","34.2","1.8","19.9","1.4","50.5","1.4","49.5","1.4","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","2.6","1.1","5.0","1.3","30.3","2.9","22.1","2.3","8.4","1.6","19.1","1.9","12.5","1.9","92.4","1.5","31.5","2.6","(X)","(X)","6.0","1.6","94.0","1.6","(X)","(X)"
"9700000US2103720","Madison County School District, Kentucky","65789","1357","20168","1246","14053","735","19452","898","12116","631","31751","914","34038","1063","61385","1247","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1214","622","4367","1317","19558","1965","17597","2178","4694","931","11082","1950","7277","1481","60208","1701","18359","2366","61008","1684","10208","1753","50800","2154","49989","3297","(X)","(X)","30.7","1.6","21.4","1.1","29.6","1.3","18.4","1.0","48.3","1.1","51.7","1.1","93.3","0.6","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.8","0.9","6.6","2.0","29.7","3.0","26.7","3.3","7.1","1.4","16.8","3.0","11.1","2.2","91.5","2.2","27.9","3.6","(X)","(X)","16.7","2.8","83.3","2.8","(X)","(X)"
"9700000US2104530","Oldham County School District, Kentucky","48867","892","8162","547","12271","504","18567","885","9867","536","25296","785","23571","595","44814","803","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","830","619","2608","881","11550","1466","11627","1636","3464","822","11827","1258","6961","1048","45429","1264","18788","1529","45321","1234","2055","1029","43266","1626","96774","9912","(X)","(X)","16.7","1.0","25.1","1.1","38.0","1.5","20.2","1.2","51.8","1.1","48.2","1.1","91.7","0.9","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","1.7","1.3","5.3","1.8","23.6","3.0","23.8","3.4","7.1","1.7","24.2","2.6","14.2","2.1","93.0","2.3","38.4","3.0","(X)","(X)","4.5","2.3","95.5","2.3","(X)","(X)"
"9700000US2105730","Warren County School District, Kentucky","73714","2828","18028","1845","17697","1391","23862","1503","14127","1059","35700","1739","38014","1916","65256","2319","N","N","N","N","N","N","N","N","N","N","N","N","1203","474","64376","2298","2107","811","3183","1009","19586","2411","16164","2497","7798","1876","15388","2114","9488","1696","68424","2769","24876","2645","73368","2852","7721","2098","65647","2772","56813","7086","(X)","(X)","24.5","2.0","24.0","1.7","32.4","1.9","19.2","1.4","48.4","1.6","51.6","1.6","88.5","1.9","N","N","N","N","N","N","N","N","N","N","N","N","1.6","0.6","87.3","2.0","2.9","1.1","4.3","1.4","26.6","3.0","21.9","3.1","10.6","2.5","20.9","3.0","12.9","2.3","92.8","1.6","33.7","3.7","(X)","(X)","10.5","2.7","89.5","2.7","(X)","(X)"
"9700000US2200090","Ascension Parish School District, Louisiana","91000","1097","18362","1260","27346","1659","29479","1120","15813","803","43781","1202","47219","849","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","775","480","6098","1512","32362","3331","21838","3262","8351","1699","14577","2457","6999","1734","84127","1966","21576","2954","90178","1193","6033","1978","84145","2465","86795","8764","(X)","(X)","20.2","1.3","30.1","1.8","32.4","1.3","17.4","0.9","48.1","1.0","51.9","1.0","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","N","0.9","0.5","6.7","1.7","35.6","3.6","24.0","3.5","9.2","1.9","16.0","2.7","7.7","1.9","92.4","1.8","23.7","3.3","(X)","(X)","6.7","2.2","93.3","2.2","(X)","(X)"
